,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P00740,0.22037423,0.23627685,0.24912281,0.25276753,0.20886075,0.24227442,0.31970802,0.27952754,0.30612245,0.2857143,1.0,0.45542637,0.24640657,0.25255972,0.3024963,0.24516909,0.250774,0.25561312,0.24382208,0.24878049,0.1771732,0.16205068,0.16423145,0.17299578,0.23552631,0.18404908,0.15800866,0.15203427,0.15948276,0.1541756,0.1468085,0.14102565,0.16488223,0.16025642,0.24955752,0.25535715,0.2572402,0.26909092,0.25080386,0.24637681,0.25405404,0.23642172,0.23505977,0.23333333,0.14285715,0.123931624,0.13606912,0.13304721,0.21566524,0.2539432,0.24110033,0.21230158,0.22016461,0.22012578,0.22061856,0.20696326,0.2533137,0.25836432,0.12706071,0.20944558,0.2555147,0.205074,0.24156305,0.18432203,0.24515235,0.25238097,0.1509434,0.1416309,0.24261874,0.23493235,0.26395938,0.30871493,0.3,0.24045262,0.2460815,0.37148216,0.0809628,0.23511904,0.24405706,0.22702703,0.2472119,0.15913978,0.21702127,0.22083806,0.24957265,0.24132492,0.30505952,0.200409,0.24413146,0.15531915,0.2278481,0.15845825,0.24912892,0.2611684,0.2911726,0.24541607,0.24680851,0.21008404,0.17052631,0.19504133,0.20203893,0.14320506,0.19765624,0.25118482,0.40968344,0.2768212,0.1523702,0.15132694,0.15483871,0.15151516,0.15151516,0.22028354,0.14408602,0.27152318,0.23195876,0.23030303,0.13101605,0.22455405,0.21052632,0.22210953,0.24153167,0.23417722,0.2326923,0.23728813,0.19609508,0.24247226,0.20930232,0.21236292,0.22018349,0.22176592,0.21881391,0.3680154,0.24873738,0.18895966,0.24329501,0.25179857,0.25165564,0.21626984,0.22,0.16523606,0.13535354,0.241033,0.21715818,0.24705882,0.22244897,0.2367688,0.28458497,0.23095526,0.23423423,0.15351813,0.23104057,0.19709544,0.18565401,0.222,0.22560975,0.25506756,0.17226891,0.17052631,0.17052631,0.1541756,0.1502146,0.25,0.289548,0.23084995,0.1980198,0.1890625,0.24482109,0.31230283,0.213,0.175,0.23877917,0.22827497,0.14965518,0.2440678,0.25110132,0.24428572,0.24162258,0.2689655,0.122257054
P00742,0.2027027,0.24166666,0.25862068,0.25448027,0.1980198,0.23529412,0.34801763,0.2780612,0.28673837,0.2643885,0.45542637,1.0,0.2319688,0.25479144,0.28062677,0.2564706,0.26121795,0.26845637,0.23444976,0.24734446,0.183687,0.16923991,0.16939253,0.16396761,0.25891677,0.18292683,0.14545454,0.15102041,0.14867617,0.154,0.14460285,0.15243903,0.14837398,0.14227642,0.237691,0.23931624,0.24044587,0.24324325,0.25673535,0.23762377,0.24744028,0.2528,0.2319688,0.24858756,0.13877551,0.118367344,0.14807302,0.13414635,0.22566845,0.26373628,0.25238097,0.21135029,0.2081712,0.2195122,0.22605364,0.22884615,0.2542373,0.24863884,0.12750602,0.20315582,0.2723949,0.20628683,0.2562724,0.18902439,0.25068492,0.24924472,0.15968063,0.14807302,0.2562189,0.24228029,0.2596154,0.28190744,0.29834256,0.2517194,0.26923078,0.38709676,0.08450088,0.23299566,0.2590909,0.21621622,0.2442478,0.148,0.20916335,0.24913093,0.23624596,0.25192013,0.3035461,0.20622568,0.26429674,0.15415822,0.24373576,0.1527495,0.25263157,0.2413793,0.27272728,0.2485955,0.2596685,0.2193676,0.16901408,0.20734695,0.21520147,0.14278823,0.20234375,0.26572326,0.40816328,0.26848248,0.16439909,0.16402715,0.15618661,0.13562752,0.13821138,0.22854078,0.13821138,0.25728154,0.2568306,0.22700587,0.13603926,0.22863027,0.22253129,0.2200393,0.2578125,0.25314465,0.23562153,0.24635036,0.19712351,0.2567783,0.19803922,0.2159533,0.23107971,0.20297952,0.22912621,0.33773586,0.25774473,0.19560878,0.238698,0.2535971,0.24550898,0.21856867,0.2266289,0.15853658,0.14775592,0.2547684,0.21957672,0.26455906,0.22912621,0.25201073,0.28112966,0.2508918,0.22094926,0.15187377,0.23569024,0.19681908,0.18363273,0.20637898,0.22156863,0.2384,0.17254902,0.167002,0.167002,0.1574642,0.14807302,0.2477396,0.29836512,0.23615465,0.19019608,0.20396826,0.24452555,0.32819724,0.22255193,0.18012422,0.25171232,0.23156533,0.15871935,0.23278688,0.25862068,0.24639769,0.2617801,0.265,0.13048589
P00746,0.2628205,0.19448094,0.24263039,0.27227724,0.24,0.18469657,0.21020092,0.18639456,0.2590909,0.25247526,0.24640657,0.2319688,1.0,0.17710844,0.22170542,0.18297331,0.21568628,0.237581,0.24678111,0.24708171,0.12381597,0.112177566,0.10998811,0.24642856,0.17313433,0.21505377,0.20522387,0.1923077,0.21481481,0.19029851,0.21673004,0.2264151,0.2264151,0.22178988,0.21797752,0.21076234,0.218107,0.21651785,0.20610687,0.23210412,0.23409091,0.21242484,0.25862068,0.2771739,0.18726592,0.18007663,0.18796992,0.2007722,0.16475973,0.22201139,0.21995927,0.23343849,0.24758843,0.2760736,0.24242425,0.24024025,0.20338982,0.24634147,0.082728006,0.26804122,0.25062034,0.23129252,0.25641027,0.22456141,0.20278637,0.2312253,0.2129964,0.2046332,0.1961057,0.19863014,0.23214285,0.20763358,0.2012012,0.20414673,0.21863118,0.24796748,0.048433047,0.20292504,0.2423077,0.1754123,0.24565756,0.2159091,0.24496645,0.18467337,0.24719101,0.21928166,0.21138212,0.23127036,0.21217713,0.19557196,0.18238993,0.1941392,0.26206896,0.23333333,0.18767908,0.20428336,0.20915033,0.25827813,0.22826087,0.13737202,0.15950334,0.091796875,0.13370697,0.22753346,0.2603306,0.19318181,0.10812357,0.10869565,0.19494584,0.19245283,0.18315019,0.16491228,0.20610687,0.21149898,0.19019316,0.24127907,0.090337075,0.17679559,0.17944536,0.15932915,0.21033868,0.24844721,0.2506812,0.2585752,0.15148862,0.23224568,0.23389831,0.15553236,0.16108108,0.25076452,0.24271844,0.25,0.18844567,0.21328671,0.23529412,0.26530612,0.23865877,0.15267947,0.1799687,0.21673004,0.09220581,0.22222222,0.18345864,0.23880596,0.25,0.18139535,0.18896551,0.17820513,0.24593967,0.23220974,0.2240566,0.25,0.22758621,0.2419825,0.22727273,0.23060797,0.24731183,0.24814814,0.24814814,0.21014492,0.23754789,0.24932976,0.21153846,0.17092119,0.23778501,0.13588282,0.26984128,0.2197615,0.16789863,0.11581921,0.24644549,0.19772404,0.09943583,0.23427331,0.22016807,0.20168068,0.24361949,0.22362868,0.08028335
P00747,0.1535671,0.2516811,0.2139535,0.20689656,0.14705883,0.250969,0.2863248,0.2801205,0.22006841,0.20971563,0.25255972,0.25479144,0.17710844,1.0,0.33146697,0.2705078,0.23370786,0.21388578,0.2117117,0.21777777,0.23014385,0.21543586,0.2144063,0.12315271,0.23505977,0.13144962,0.10674847,0.10332103,0.10960591,0.11220715,0.107407406,0.1046798,0.10591133,0.10960591,0.21954022,0.21724138,0.22892939,0.21688159,0.23648648,0.22987165,0.22222222,0.21372329,0.18236715,0.19258372,0.09975369,0.086419754,0.096059114,0.09594096,0.25428313,0.22616407,0.22347629,0.16301703,0.16038883,0.17049576,0.17212121,0.1680774,0.2494577,0.2027972,0.17940594,0.15309842,0.21103117,0.15422277,0.2041049,0.12653562,0.24815206,0.24095023,0.10933661,0.094827585,0.25877634,0.24271844,0.23216309,0.28230184,0.2818086,0.24648649,0.21820176,0.25113124,0.11877729,0.22662266,0.23762377,0.21698113,0.196195,0.1094711,0.14476885,0.25626203,0.21303841,0.23137698,0.27321815,0.15140416,0.23397075,0.11439114,0.2478551,0.097530864,0.22065727,0.22247706,0.25967413,0.24602333,0.23622881,0.15262516,0.10960591,0.2442121,0.24468085,0.30077747,0.25256222,0.23542601,0.25691244,0.28691983,0.208061,0.20729053,0.1056511,0.10221675,0.10098522,0.25987145,0.09864365,0.22013274,0.24487706,0.18159807,0.1864853,0.25314182,0.21035941,0.24978831,0.23484848,0.22639363,0.18095239,0.19194312,0.2317532,0.23127754,0.1495098,0.2482699,0.24628821,0.16333725,0.16121212,0.22753793,0.24733269,0.13431014,0.18224852,0.20701754,0.23798627,0.24685138,0.20956257,0.112068966,0.18906942,0.22633745,0.21533613,0.22020431,0.16646415,0.24116424,0.2867804,0.25165564,0.20533642,0.11193112,0.2076566,0.13797314,0.12254902,0.16707022,0.15922798,0.22045454,0.11793612,0.12192118,0.12192118,0.108641975,0.10617284,0.21096544,0.2832981,0.2547255,0.14610778,0.2235459,0.19267139,0.30222222,0.25233644,0.21911573,0.19930474,0.23971194,0.22100516,0.21316965,0.24242425,0.23882113,0.21198156,0.22799097,0.16960184
P00748,0.1920635,0.25881058,0.24005891,0.23343374,0.17432646,0.2388708,0.3067885,0.28690475,0.25408617,0.23363096,0.3024963,0.28062677,0.22170542,0.33146697,1.0,0.26339287,0.2375,0.2383041,0.247851,0.25,0.2065849,0.19766082,0.1858458,0.14035088,0.23769508,0.14649682,0.12096774,0.13322632,0.13128039,0.1292407,0.12841092,0.11942675,0.1280389,0.1280389,0.24633431,0.23554914,0.24536377,0.24300441,0.24162011,0.24639769,0.24368499,0.218035,0.20673813,0.23502304,0.11363637,0.097087376,0.116504855,0.10628019,0.23246878,0.23283984,0.23087431,0.18309858,0.19284603,0.19284603,0.19534884,0.19085173,0.25531915,0.21765602,0.15158731,0.17088607,0.22686568,0.18571429,0.22786647,0.13987139,0.2402439,0.25866666,0.1323764,0.122977346,0.2550177,0.25282168,0.25174826,0.30596027,0.30622616,0.25584257,0.25484765,0.29885057,0.09881941,0.23847167,0.27173913,0.2278954,0.23287672,0.13162118,0.16746412,0.24546425,0.24089636,0.2450852,0.31062672,0.1808176,0.2356091,0.12179487,0.2476684,0.11147011,0.24193548,0.24331927,0.2535211,0.24779874,0.26624203,0.1904762,0.13322632,0.21640626,0.24309884,0.1707085,0.21829362,0.26438355,0.28510028,0.26904762,0.18522663,0.1849162,0.12698413,0.12155592,0.12155592,0.24739039,0.12337662,0.22905028,0.24285714,0.2031746,0.1594523,0.23307544,0.20668317,0.23207547,0.23943663,0.22950819,0.23172629,0.2245827,0.22411004,0.24064171,0.18660288,0.22685185,0.24404195,0.19626169,0.18238993,0.24509804,0.26528257,0.15645161,0.20552148,0.21617647,0.25722146,0.22527473,0.21611254,0.13085622,0.16224337,0.2794872,0.23774509,0.25844347,0.19106318,0.23700121,0.28502995,0.25905597,0.24215247,0.13128039,0.21852387,0.16773163,0.14217253,0.19685039,0.19085173,0.24162011,0.14975846,0.15024233,0.15024233,0.128,0.121753246,0.2208589,0.39398086,0.2319688,0.16375199,0.20807926,0.22556391,0.3646409,0.243973,0.18972602,0.24631268,0.2462077,0.18518518,0.2315341,0.25930682,0.2557252,0.23699422,0.24229692,0.15105386
P00751,0.16219668,0.252,0.23179612,0.22069825,0.14980794,0.26680243,0.279558,0.27145922,0.22972973,0.20490797,0.24516909,0.2564706,0.18297331,0.2705078,0.26339287,1.0,0.24728589,0.22964764,0.23662306,0.23289315,0.22291797,0.22656699,0.21672355,0.13428944,0.25556734,0.13151042,0.11749347,0.108072914,0.11764706,0.11473273,0.118489586,0.119791664,0.11111111,0.11879896,0.23114957,0.2271605,0.23571429,0.23354037,0.23793103,0.22944786,0.22318126,0.23677884,0.18654822,0.20330368,0.10078534,0.08616188,0.097911224,0.103267975,0.24603914,0.24129651,0.23636363,0.1724138,0.1702945,0.17971759,0.17938931,0.1758665,0.26086956,0.21419518,0.17939539,0.16062176,0.2173913,0.16321243,0.21242236,0.13594772,0.2529859,0.23665893,0.11895425,0.10209424,0.2605998,0.25720164,0.23550296,0.26269317,0.26652452,0.25842696,0.24941452,0.25771973,0.12325175,0.22308546,0.24883178,0.23583934,0.21536525,0.11082138,0.15958816,0.26993865,0.23429951,0.23903002,0.26569507,0.15809768,0.2340672,0.11053316,0.25882354,0.107329845,0.22060606,0.24009603,0.26155463,0.26010928,0.2544053,0.15693904,0.12890625,0.23656717,0.26086956,0.18791312,0.23982558,0.24277456,0.24941725,0.26890758,0.2132964,0.21306032,0.11096606,0.10546875,0.10546875,0.24184783,0.10340314,0.22771084,0.25291005,0.18637532,0.18018413,0.24800709,0.2300885,0.23283082,0.23687151,0.242891,0.19974716,0.2029703,0.24336973,0.25417662,0.15844156,0.25065047,0.24461672,0.17113665,0.18346253,0.23386115,0.25617284,0.14973958,0.20076726,0.21446384,0.22673032,0.24852072,0.22679324,0.12353706,0.1891892,0.2545045,0.2431843,0.23543689,0.18356867,0.24235807,0.28199565,0.25725725,0.20848484,0.11618799,0.21723302,0.15844156,0.1461837,0.17245817,0.17889318,0.22401847,0.13411458,0.12483745,0.12483745,0.10663199,0.11227154,0.2094176,0.27027026,0.26420197,0.14980794,0.23889293,0.1969887,0.27669346,0.2471416,0.22640264,0.21987578,0.24948241,0.18745874,0.22954823,0.25586593,0.2590959,0.22710162,0.23522459,0.17076923
P01008,0.2128514,0.25531915,0.24247491,0.24564797,0.19715448,0.24479803,0.25165564,0.23600973,0.25844595,0.24691358,0.250774,0.26121795,0.21568628,0.23370786,0.2375,0.24728589,1.0,0.33147115,0.3673077,0.30132452,0.17907445,0.16765402,0.17086016,0.15899582,0.24629879,0.17857143,0.14806867,0.15138593,0.15889831,0.15170941,0.15665236,0.16525424,0.14042553,0.1416309,0.2609457,0.25577265,0.24797407,0.25042883,0.26848873,0.2538071,0.24697755,0.2520064,0.25,0.25974026,0.15531915,0.124197,0.14468086,0.1487069,0.22341569,0.2551834,0.25289255,0.22131148,0.22266401,0.20850202,0.22560975,0.20235756,0.2635432,0.23901582,0.12429832,0.21621622,0.2585895,0.21129707,0.24821429,0.18200837,0.25383544,0.27586207,0.17161018,0.13163482,0.2506427,0.25472888,0.26440677,0.25753424,0.24966079,0.24147339,0.26633987,0.2562814,0.08391762,0.22189349,0.26209047,0.2109375,0.25636008,0.1502146,0.2037422,0.2325315,0.33776093,0.28824475,0.2539913,0.2185567,0.32804233,0.16094421,0.23325635,0.15845825,0.26124567,0.2766323,0.26822916,0.24857143,0.24712643,0.21995927,0.16561845,0.18578352,0.20018116,0.13682678,0.19002375,0.29965752,0.26490065,0.24811083,0.15807365,0.15807365,0.16382979,0.15665236,0.15879828,0.22521552,0.14285715,0.2541806,0.24838293,0.21637426,0.13825503,0.22584033,0.21702127,0.22816032,0.26666668,0.26962456,0.22700587,0.23880596,0.2086514,0.251944,0.21118012,0.22408687,0.2277952,0.22834645,0.22718053,0.24155405,0.23057644,0.19583334,0.2514507,0.24731183,0.2451613,0.21042281,0.2197183,0.16348195,0.14741641,0.26740947,0.21744967,0.2977941,0.21893491,0.25541127,0.24774194,0.22786304,0.23928571,0.16108787,0.25,0.2037037,0.19532908,0.22465208,0.2309237,0.25709516,0.17916666,0.16595745,0.16595745,0.14957266,0.14861996,0.24482109,0.25099075,0.21910696,0.20954357,0.19796558,0.24584104,0.23782235,0.23076923,0.18435754,0.2601476,0.24902217,0.16137931,0.24414715,0.25797102,0.241033,0.25874126,0.32389382,0.12539186
P01009,0.21398304,0.2325,0.26296297,0.24110672,0.2090909,0.24581724,0.2665706,0.23067011,0.25735295,0.264,0.25561312,0.26845637,0.237581,0.21388578,0.2383041,0.22964764,0.33147115,1.0,0.45514223,0.30232558,0.17236754,0.15973872,0.16281824,0.18032786,0.24752475,0.17579909,0.15617716,0.16197184,0.17906977,0.15839243,0.16587678,0.1615925,0.15330188,0.15294118,0.26556778,0.2635514,0.25734025,0.2650376,0.25538972,0.2504744,0.2578125,0.24655172,0.2637131,0.25562373,0.16587678,0.14117648,0.1563981,0.15602838,0.20403826,0.25326797,0.26975945,0.2517321,0.23913044,0.22707424,0.23305085,0.23162584,0.2635659,0.26708075,0.114193805,0.22663552,0.2534113,0.21777777,0.26254827,0.18837209,0.2562963,0.2672269,0.17798595,0.15690866,0.24934725,0.23929471,0.26288658,0.25178826,0.24786325,0.23638968,0.24707846,0.26551723,0.078405604,0.2209857,0.2590759,0.21988796,0.25298804,0.16312057,0.21719457,0.22523585,0.44789356,0.2982456,0.24347825,0.22026432,0.30892858,0.16312057,0.22592153,0.16235293,0.2742857,0.2589928,0.23751687,0.23837209,0.2443778,0.22146119,0.16968326,0.17764804,0.2007435,0.12585366,0.17683882,0.3154122,0.25396827,0.24563758,0.15132694,0.15261959,0.16393442,0.14489311,0.14726841,0.2264574,0.15294118,0.25301206,0.25658807,0.25219297,0.12957998,0.22151224,0.22204472,0.20961145,0.27079934,0.26020408,0.23060797,0.25103736,0.19023137,0.27504244,0.2167043,0.21083744,0.22210526,0.24454148,0.23608018,0.2550091,0.230869,0.2027972,0.25210086,0.25775194,0.22445561,0.20315582,0.19429348,0.1635514,0.13908629,0.25892857,0.2157969,0.33066133,0.2406181,0.24858756,0.23581336,0.21471652,0.27599245,0.16551724,0.24626866,0.21559633,0.19239374,0.24330357,0.24731183,0.25299147,0.1875,0.19392523,0.19392523,0.1591449,0.16705883,0.249501,0.23170732,0.22727273,0.20767495,0.18600954,0.251497,0.249226,0.20773931,0.17473684,0.2630561,0.22757697,0.138451,0.24598931,0.26120555,0.24408284,0.27134725,0.36452243,0.11607843
P01011,0.2244898,0.24129353,0.27272728,0.24081632,0.20179372,0.24438903,0.2503639,0.23772609,0.25402504,0.26396918,0.24382208,0.23444976,0.24678111,0.2117117,0.247851,0.23662306,0.3673077,0.45514223,1.0,0.3015598,0.1754856,0.1577061,0.1629147,0.18451025,0.24151967,0.19274376,0.16397229,0.16511628,0.17096019,0.17016317,0.16235293,0.17411764,0.15617716,0.16513762,0.26102942,0.24236985,0.2599278,0.25842696,0.26079735,0.24772313,0.25274727,0.24262296,0.24795082,0.2614108,0.15727699,0.14117648,0.15258215,0.1588785,0.20537634,0.25252524,0.26788992,0.23672566,0.2290749,0.22717622,0.21786493,0.20430107,0.23458646,0.24291497,0.117127955,0.21493213,0.25141776,0.22173913,0.24635036,0.20229885,0.25,0.27303755,0.18457943,0.15690866,0.25,0.24554707,0.24319728,0.24366197,0.2433155,0.24041298,0.2594417,0.25951558,0.08017524,0.2318612,0.27684563,0.2145749,0.24898785,0.17209302,0.22799097,0.2280285,0.48636365,0.30622837,0.24778761,0.21573034,0.32972974,0.1767442,0.24639423,0.1682243,0.2757353,0.2547332,0.25168237,0.25295857,0.24336283,0.2297593,0.17913832,0.1878089,0.20963173,0.12713103,0.1888277,0.30579966,0.2529118,0.2284264,0.15062287,0.15031196,0.16473317,0.1588785,0.16121495,0.21850613,0.14519906,0.28241563,0.23939809,0.2349138,0.12623097,0.23020063,0.20169252,0.2090909,0.251981,0.26506025,0.23917526,0.25254583,0.19727892,0.2680067,0.22247191,0.21613546,0.22210637,0.22100656,0.20940171,0.25139666,0.23673998,0.1918736,0.24752475,0.27504912,0.22675367,0.20414202,0.19261214,0.16705337,0.13286003,0.2641791,0.22132254,0.31863728,0.24122807,0.25588235,0.2332913,0.21875,0.27734375,0.17757009,0.2626459,0.21363637,0.19585253,0.23390558,0.23362446,0.24911033,0.18244803,0.18706697,0.18706697,0.16235293,0.15813954,0.25714287,0.22328767,0.22,0.22666667,0.1910828,0.24856597,0.25186288,0.20804021,0.17345506,0.26488706,0.25,0.14783822,0.25177306,0.25617284,0.24324325,0.2593985,0.34095237,0.11624266
P01019,0.21604939,0.26449275,0.2736842,0.2631579,0.18473895,0.25650558,0.25633803,0.24596274,0.26876092,0.24863884,0.24878049,0.24734446,0.24708171,0.21777777,0.25,0.23289315,0.30132452,0.30232558,0.3015598,1.0,0.182,0.17267889,0.16813639,0.17805383,0.2540761,0.16872428,0.15289256,0.15670103,0.14492753,0.15833333,0.14196242,0.15546219,0.16390042,0.15145229,0.2542662,0.25255972,0.24797407,0.25297114,0.25559106,0.26029655,0.26241136,0.23708206,0.2369403,0.26095238,0.14644352,0.12526096,0.13664596,0.14705883,0.23258306,0.25714287,0.25980392,0.22664016,0.22310758,0.22543353,0.22266401,0.20939335,0.24255952,0.23518851,0.13041733,0.22131148,0.2465035,0.21472393,0.25307557,0.18257262,0.25766018,0.2694704,0.17118998,0.14375,0.2611465,0.27051282,0.24960254,0.2533512,0.2486631,0.24466571,0.2551834,0.25119236,0.08585195,0.23467863,0.2669753,0.19948849,0.25461254,0.16008316,0.22064777,0.2488372,0.28448275,0.28322786,0.2589928,0.21063395,0.2647059,0.15113872,0.26809016,0.13987474,0.28076255,0.28156996,0.24473684,0.2539913,0.24147727,0.23030303,0.17184265,0.19641402,0.22304147,0.13953489,0.1861744,0.28976378,0.25891474,0.24094881,0.17100793,0.17147708,0.14989734,0.14553015,0.14730291,0.22584148,0.14583333,0.26845637,0.25163826,0.21235521,0.13947251,0.234375,0.20741758,0.22392638,0.26818183,0.26504064,0.24212599,0.2504638,0.21440677,0.2820513,0.21106558,0.2202729,0.22564103,0.20973782,0.22924902,0.2445194,0.24650572,0.19672132,0.22807017,0.26277372,0.22929937,0.21532492,0.19631094,0.15885948,0.14580192,0.27503526,0.21710527,0.2972973,0.22460938,0.25312933,0.23309179,0.23148148,0.2578397,0.16528925,0.2620321,0.20245399,0.17444219,0.22310758,0.23030303,0.26013514,0.18404908,0.17671518,0.17671518,0.15240084,0.15082644,0.2254025,0.24742268,0.23132037,0.19879518,0.19826224,0.25512105,0.2496329,0.22681452,0.18419243,0.2774674,0.25097528,0.15288395,0.24917492,0.26417705,0.2253923,0.27738515,0.30172414,0.12999217
P01023,0.11359026,0.22653316,0.16297787,0.14812332,0.09823848,0.22200772,0.21127674,0.21262887,0.16042781,0.14854828,0.1771732,0.183687,0.12381597,0.23014385,0.2065849,0.22291797,0.17907445,0.17236754,0.1754856,0.182,1.0,0.29667002,0.29061103,0.08197832,0.20833333,0.08672087,0.06983051,0.06635071,0.068474576,0.06716418,0.06775068,0.06775068,0.07055631,0.06915254,0.16788808,0.16522318,0.17388408,0.16353887,0.18675497,0.16475354,0.15846257,0.17921385,0.12861952,0.14401077,0.05970149,0.048780486,0.05970149,0.05898305,0.23399015,0.17531188,0.16898608,0.112238,0.11561866,0.12137559,0.12018906,0.11681297,0.18938401,0.15482573,0.23760933,0.102841675,0.14882155,0.104336046,0.15420875,0.08197832,0.20363165,0.1887287,0.07191316,0.062415197,0.21619898,0.22095959,0.16721527,0.2039088,0.2120026,0.20324676,0.17475083,0.17292225,0.18523316,0.17958914,0.18962076,0.19356914,0.14535666,0.066485755,0.098305084,0.22934017,0.17402945,0.18811882,0.20026179,0.104336046,0.18218085,0.07191316,0.23048095,0.063093625,0.16319677,0.17087767,0.21563518,0.19300517,0.19779508,0.10508475,0.07588076,0.24642652,0.2567649,0.24537815,0.24750277,0.18193804,0.1775266,0.22085492,0.29044646,0.29074252,0.06842818,0.063093625,0.062415197,0.23333333,0.061694916,0.17552118,0.20922677,0.125,0.24039604,0.23035066,0.1878708,0.2382104,0.18975706,0.17321785,0.13087249,0.14324142,0.25789776,0.1888668,0.101626016,0.24820144,0.24167171,0.121191606,0.114035085,0.16187291,0.2173913,0.090230666,0.13660835,0.15746972,0.16788322,0.23863636,0.1865623,0.07389831,0.2529284,0.20953003,0.19751471,0.167107,0.1217862,0.20595855,0.21702404,0.22123331,0.15690236,0.07322034,0.15220293,0.09681787,0.08722109,0.1194332,0.12542145,0.16998672,0.08412483,0.08141112,0.08141112,0.069877885,0.06445047,0.14527027,0.20907928,0.24429771,0.10412441,0.2690808,0.14390406,0.19132149,0.25046268,0.26191723,0.15570469,0.21059431,0.23778851,0.17324415,0.19827586,0.19568063,0.1679029,0.17533334,0.24498723
P01024,0.0972389,0.2152337,0.15883403,0.13840623,0.09260373,0.22106482,0.19953188,0.20148402,0.16179104,0.1425164,0.16205068,0.16923991,0.112177566,0.21543586,0.19766082,0.22656699,0.16765402,0.15973872,0.1577061,0.17267889,0.29667002,1.0,0.3421186,0.07447448,0.19593023,0.083433375,0.06193626,0.06189904,0.065544195,0.064942874,0.06186186,0.06062425,0.063100964,0.062462464,0.15780036,0.15425849,0.16428572,0.15187612,0.16923077,0.15311572,0.14949374,0.16636851,0.122607656,0.13780707,0.05532171,0.04750451,0.056524355,0.056524355,0.2275281,0.16091281,0.16153847,0.105515584,0.103303306,0.108124256,0.11409797,0.11244019,0.18653159,0.13687986,0.24,0.094350964,0.14004767,0.096754804,0.14022578,0.07396272,0.1911163,0.17434989,0.06855081,0.057125676,0.20022818,0.2110145,0.16073547,0.19221835,0.19638695,0.18350755,0.16507748,0.16441573,0.19735721,0.16578794,0.17314488,0.18092486,0.13655336,0.06193626,0.08719182,0.20859243,0.15238096,0.18256773,0.19520748,0.09892087,0.1700118,0.06614552,0.21887666,0.056524355,0.159689,0.16498516,0.20451912,0.18075801,0.19166183,0.09615385,0.07035478,0.24799572,0.24185798,0.2541888,0.24658254,0.1805721,0.16725978,0.2039512,0.34453782,0.34586838,0.06253758,0.05408654,0.0546875,0.21835804,0.05953097,0.16538234,0.2011696,0.11690647,0.25254503,0.22987229,0.17058824,0.2305999,0.18197879,0.16272189,0.120287254,0.1300716,0.25698924,0.18024985,0.094350964,0.23783489,0.23827909,0.10724985,0.10264105,0.14880952,0.20233236,0.07987988,0.12522468,0.14302813,0.15988201,0.22976643,0.17732558,0.06610577,0.2589658,0.20081967,0.1849677,0.16081001,0.113241464,0.19181287,0.20926143,0.2087104,0.14388059,0.06490385,0.14893617,0.087635055,0.08223289,0.11450839,0.11831832,0.16607355,0.0733614,0.072760075,0.072760075,0.061298076,0.05953097,0.13476446,0.19815668,0.23266219,0.095552884,0.25900784,0.13655336,0.18043351,0.23695894,0.26860523,0.14635603,0.20437536,0.23716012,0.15315852,0.19273579,0.18277681,0.14549792,0.16676523,0.24782154
